RUNNER, MODE, CREATE, ACQUIRE_SUCCESS, ACQUIRE_FAILURE, COMPLETE, QUERYJOB, QUERYLIST, CREATE_COUNT, LOCK_COUNT, COMPLETE_COUNT, DELAY_AVERAGE, DELAY_STDEV, DELAY_EXCEED, EARLY_LOCK, EARLY_EXEC, 
, ,1737, 1737, 2343, 1737, 7932, 306, 0, 0, 1737, 311, 544.293343260182, 0, 957, 0, 
